Yt	3.13	17
Yt	8.54	56
Yt	10.40	34
Yt	10.47	131
Yt	11.5	131
Yt	13.12	121
Yt	13.133	n.144
Yt	19.8; 13.88	n.55
Yt	19.69	122
Vīd	3.29	18
Vīd	4.48	121
Vīd	5.57;58	n.55
Vīd	14.9	n.54
Nīr	99	60;71
Farhang-i ōīm	78	52
