BhSS	[7.17,6]	252
VkhSS	[10.17:10]	252
VkhSS	[21.16:6]	158
HSS	[4.4,59]	252
HSS	[15.7,19]	158
SGS	3.11,14	254
KausS	117.2	224
ApGS	1.4,4	138f
VadhS.,AOr.	6p.111	211
VädhS.,AOr.	6p.230	212
